ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference
tawe1235-aes,tawe1235,aes,6,aes-extinct,Tawendê (NOCODE_Tawende-NOCODE_Tawende) = 10 (Extinct),,
alap1235-aes,alap1235,aes,6,aes-extinct,Alapmunte (apv-apv) = 10 (Extinct),,
assa1266-aes,assa1266,aes,6,aes-extinct,Assan (xss-xss) = 10 (Extinct),,
yugh1239-aes,yugh1239,aes,6,aes-extinct,Yug (yug-yug) = 9 (Dormant).,701778,
kett1243-aes,kett1243,aes,3,aes-shifting,"Ket (2430-ket) = Endangered (80 percent certain, based on the evidence available) [Salminen 2000](cldf:salminen:00)",569683,
lowe1407-aes,lowe1407,aes,6,aes-extinct,Lower-Nosop (nsb-nsb) = 10 (Extinct).,,
xamm1241-aes,xamm1241,aes,6,aes-extinct,|Xam (136-xam) = Extinct,550905,
nuuu1241-aes,nuuu1241,aes,5,aes-nearly_extinct,"N||ng (592-ngh) = Critically Endangered (100 percent certain, based on the evidence available)",569683,
sout2994-aes,sout2994,aes,3,aes-shifting,"Nambikwara (2975-nab) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
zagh1240-aes,zagh1240,aes,1,aes-not_endangered,Zaghawa (zag-zag) = 6a (Vigorous).,701778,
bert1249-aes,bert1249,aes,6,aes-extinct,Berti (1695-byt) = Extinct,550905,
bura1267-aes,bura1267,aes,3,aes-shifting,"Burarra (2105-bvr) = Endangered (20 percent certain, based on the evidence available) [Tryon 2007](cldf:tryon:07)",569683,
gura1252-aes,gura1252,aes,5,aes-nearly_extinct,"Gurr-goni (5226-gge) = Critically Endangered (20 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
naka1260-aes,naka1260,aes,4,aes-moribund,"Nakara (2552-nck) = Severely Endangered (100 percent certain, based on the evidence available) (The language is getting endangered.) [Moseley 2007](cldf:moseley:07)",569683,
djee1236-aes,djee1236,aes,3,aes-shifting,"Ndjebbana (2555-djj) = Endangered (20 percent certain, based on the evidence available) [n.a. n.d.](cldf:np:nd:195)",569683,
sout2962-aes,sout2962,aes,5,aes-nearly_extinct,Ski:xs (Southern Tsimshian) (2091) = critically endangered,569683,
gitx1241-aes,gitx1241,aes,4,aes-moribund,Gitsenimx̱ (4213-git) = severely endangered,569683,
nisg1240-aes,nisg1240,aes,4,aes-moribund,Nisga'a (5592-ncg) = severely endangered,569683,
nana1257-aes,nana1257,aes,4,aes-moribund,"Nanai (1206-gld) = Severely Endangered (100 percent certain, based on the evidence available) (This language is not passing down to children. People who are above 60 may be able to speak it, whereas people between 40-60 only have passive knowledge about Nanai. Nanai is used only in the home domains between active speakers, and is not the major language for communication even among them.) [Tang 2008](cldf:tang:08)",569683,
jurc1239-aes,jurc1239,aes,6,aes-extinct,Jurchen (juc-juc) = 10 (Extinct).,,
peba1243-aes,peba1243,aes,6,aes-extinct,Peba (NOCODE_Peba-NOCODE_Peba) = 10 (Extinct).,,
yame1242-aes,yame1242,aes,6,aes-extinct,Yaméo (3180-yme) = Dormant [Crevels 2012](cldf:crevels:12:3),569683,
khin1240-aes,khin1240,aes,3,aes-shifting,"Khinalugh (2436-kjj) = Threatened (80 percent certain, based on the evidence available) (Azerbaijani is used when speaking to non-Khinalug people, for official or educational purposes within the village, and for many situations outside the village. At the same time, the residents of Xınalıq village have a positive attitude toward the Khinalug language, and desire to continue using it in the home and the village. Although parents want their children to learn Azerbaijani well for school and for the demands of adult life, they also want the children to learn to speak Khinalug. Many adults in the village said that mothers should speak Khinalug to their children, so that the children learn Khinalug before any other languages. The effendeh, or head mullah, uses Khinalug alongside Arabic, especially for teaching. The current generation of young children is reported to show good mastery of Khinalug, and use it actively within the home and the village.) [Clifton 2009](cldf:clifton:09)",569683,
lakk1252-aes,lakk1252,aes,2,aes-threatened,Lak (1071-lbe) = Vulnerable,550905,
bats1242-aes,bats1242,aes,4,aes-moribund,"Batsbi (1124-bbl) = Severely Endangered (80 percent certain, based on the evidence available) (Their [Tsova Tush] language, known as Batsbi or Bats, is spoken in approximately half of the village of Zemo Alvani... There is also a generational gap. [According to Revaz Orbetishvili,] ‘Some youth in their late twenties speaks Batsbi, but teenagers can’t speak it at all. The language is headed towards a disaster.’) [Staff 2015](cldf:staff:15)",569683,
espe1235-aes,espe1235,aes,1,aes-not_endangered,"Esperanto (epo-epo) = 3 (Wider communication). Constructed language in 1887 by L. L. Zamenhof hoping to bring about world peace. Widely spoken internationally in the 20th century. Used at home, communication, among close friends, literature, and in literary publications.",701778,
sout3391-aes,sout3391,aes,6,aes-extinct,Western Coastal Tasmanian (xpx-xpx) = 10 (Extinct).,,
nort3415-aes,nort3415,aes,6,aes-extinct,Western Coastal Tasmanian (xpw-xpw) = 10 (Extinct).,,
roco1235-aes,roco1235,aes,6,aes-extinct,Rocorona (NOCODE_Rocorona-NOCODE_Rocorona) = 10 (Extinct).,,
chap1269-aes,chap1269,aes,6,aes-extinct,Chapakura (NOCODE_Chapakura-NOCODE_Chapakura) = 10 (Extinct).,,
itel1242-aes,itel1242,aes,4,aes-moribund,"Itelmen (1062-itl) = Severely Endangered (20 percent certain, based on the evidence available) [Bobaljik 2011](cldf:bobaljik:11)",569683,
sout3274-aes,sout3274,aes,6,aes-extinct,East Itelmen (NOCODE_East-Itelmen-NOCODE_East-Itelmen) = 10 (Extinct).,,
east2812-aes,east2812,aes,6,aes-extinct,East Itelmen (NOCODE_East-Itelmen-NOCODE_East-Itelmen) = 10 (Extinct).,,
alut1245-aes,alut1245,aes,4,aes-moribund,"Alutor (947-alr) = Severely Endangered (80 percent certain, based on the evidence available) [Salminen 2007](cldf:salminen:07:2)",569683,
siks1238-aes,siks1238,aes,4,aes-moribund,"Niitsipowahsin (1677-bla) = Severely Endangered (100 percent certain, based on the evidence available) (Significant revitalization efforts are underway, including culture and language instruction at public schools and colleges: Cuts Wood School (Browning, MT), Blackfeet Community College, University of Montana, University of Lethbridge, Red Crow College. (Prins, 2019)) [Prins 2019](cldf:prins:19)",569683,
ipik1244-aes,ipik1244,aes,3,aes-shifting,"Ipiko (4306-ipo) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
abom1238-aes,abom1238,aes,5,aes-nearly_extinct,"Abom (3847-aob) = Critically Endangered (60 percent certain, based on the evidence available) (Mainly older adults.) [Simons; and Fennig 2013](cldf:simons;:fennig:ed:13)",569683,
tequ1245-aes,tequ1245,aes,6,aes-extinct,Tequistlateco Chontal (NOCODE_Tequistlateco-Chontal-NOCODE_Tequistlateco-Chontal) = 10 (Extinct).,,
lowl1260-aes,lowl1260,aes,4,aes-moribund,"Lowland Chontal (1441-clo) = Severely Endangered (60 percent certain, based on the evidence available) [Sprachen n.d.](cldf:sprachen:nd)",569683,
jiam1236-aes,jiam1236,aes,1,aes-not_endangered,Jiamao (jio-jio) = 6a* (Vigorous). Language of recognized nationality: Li.,701778,
ainu1240-aes,ainu1240,aes,5,aes-nearly_extinct,"Ainu (Japan) (1212-ain) = Critically Endangered (80 percent certain, based on the evidence available) [Vovin n.d.](cldf:vovin:nd)",569683,
kuri1271-aes,kuri1271,aes,6,aes-extinct,Kuril Ainu (NOCODE_Kuril-Ainu-NOCODE_Kuril-Ainu) = 10 (Extinct).,,
peii1238-aes,peii1238,aes,4,aes-moribund,"Pei (5149-ppq) = Severely Endangered (20 percent certain, based on the evidence available) [Conrad and Lewis 1988](cldf:conrad:lewis:88)",569683,
nucl1453-aes,nucl1453,aes,3,aes-shifting,"Walio (3341-wla) = Endangered (20 percent certain, based on the evidence available) [Conrad and Lewis 1988](cldf:conrad:lewis:88)",569683,
labi1244-aes,labi1244,aes,6,aes-extinct,La’bi (lbi-lbi) = 9 (Second language only).,701778,
shel1236-aes,shel1236,aes,1,aes-not_endangered,Shelta (sth-sth) = 6a* (Vigorous).,701778,
erro1240-aes,erro1240,aes,4,aes-moribund,Erromintxela (emx-emx) = 8a (Moribund).,701778,
camt1236-aes,camt1236,aes,6,aes-extinct,Camtho (cmt-cmt) = 9 (Second language only).,701778,
call1235-aes,call1235,aes,6,aes-extinct,Callawalla (caw-caw) = 9 (Dormant).,701778,
loma1235-aes,loma1235,aes,4,aes-moribund,Lomavren (rmi-rmi) = 8a (Moribund).,701778,
ngat1248-aes,ngat1248,aes,4,aes-moribund,"Ngatik Men's Creole (3054-ngm) = Severely Endangered (100 percent certain, based on the evidence available) [Rentz 2014](cldf:rentz:14:2)",569683,
tsot1242-aes,tsot1242,aes,6,aes-extinct,Flaaitaal (fly-fly) = 9 (Second language only).,701778,
gogo1265-aes,gogo1265,aes,1,aes-not_endangered,Gogodala (ggw-ggw) = 5 (Developing).,701778,
kair1267-aes,kair1267,aes,1,aes-not_endangered,Kairak (ckr-ckr) = 6a (Vigorous).,701778,
urap1240-aes,urap1240,aes,3,aes-shifting,"Ura (Papua New Guinea) (3414-uro) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
mako1250-aes,mako1250,aes,6,aes-extinct,Makolkol (2268-zmh) = Dormant [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15),569683,
kaxu1237-aes,kaxu1237,aes,4,aes-moribund,"Katxúyana (3099-kbb) = Severely Endangered (80 percent certain, based on the evidence available) (There are now between 8 and 10 Katxuyana villages, all with at least a few fully fluent speakers (people older than 50), and some with even the children speaking the language ... most of the villages are small (... none has even 100 people), and ... many of the young people (defined as 50 and younger) are dominant in Tiriyó,) [Gildea 2014](cldf:gildea:14)",569683,
waim1253-aes,waim1253,aes,3,aes-shifting,"Waimirí-Atroarí (1956-atr) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
bona1255-aes,bona1255,aes,6,aes-extinct,Bonari (NOCODE_Bonari-NOCODE_Bonari) = 10 (Extinct).,,
baka1277-aes,baka1277,aes,3,aes-shifting,"Bakairí (1791-bkq) = Endangered (20 percent certain, based on the evidence available) [Meira 2005](cldf:meira:05:2)",569683,
gali1262-aes,gali1262,aes,3,aes-shifting,"Kari'nja (2114-car) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
palm1241-aes,palm1241,aes,6,aes-extinct,Palmela (NOCODE_Palmela-NOCODE_Palmela) = 10 (Extinct).,,
pime1237-aes,pime1237,aes,6,aes-extinct,Pimenteira (NOCODE_Pimenteira-NOCODE_Pimenteira) = 10 (Extinct).,,
opon1234-aes,opon1234,aes,6,aes-extinct,Opon-Carare (305-) = Extinct,550905,
chin1272-aes,chin1272,aes,6,aes-extinct,Chinook Wawa (chn-chn) = 9 (Dormant). Language of registered tribe: Confederated Tribes of the Grand Ronde Community of Oregon.,701778,
chin1286-aes,chin1286,aes,6,aes-extinct,"Chinook (chh-chh) = 9 (Dormant). Language of registered tribe: Confederated Tribes of the Siletz Reservation, Quinault Indian Nation, Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation.",701778,
sais1237-aes,sais1237,aes,4,aes-moribund,"Saisiyat (2516-xsy) = Severely Endangered (100 percent certain, based on the evidence available) (The Saisiyat are very much involved in language preservation. But there is a ""language"" gap between people over 80 (they have their own intonation, grammar etc.) and those under 80.) [Zeitoun et al. 2015](cldf:zeitoun:chu:15)",569683,
kulo1238-aes,kulo1238,aes,6,aes-extinct,Kulun (uun-uon) = 10 (Extinct),550905,
kulo1237-aes,kulo1237,aes,5,aes-nearly_extinct,"Pazeh-Kaxabu (9629-uun) = Critically Endangered (100 percent certain, based on the evidence available) [a ahan 噶哈巫語全球資訊網 n.d.](cldf:aahangehawuyuquanqiuzixunwang:nd)",569683,
thao1240-aes,thao1240,aes,6,aes-extinct,Thao (ssf-ssf) = 10 (Extinct),,
tsou1248-aes,tsou1248,aes,3,aes-shifting,"Tsou (3497-tsu) = Endangered (100 percent certain, based on the evidence available) (Children also learn the basics, but their language competence is far from the elderly native speakers. Young people in general have at least the passive knowledge of their heritage language.) [Szakos 2015](cldf:szakos:15)",569683,
sira1267-aes,sira1267,aes,6,aes-extinct,Siraya (9630-fos) = Awakening [Adelaar 2011](cldf:adelaar:11),569683,
atay1247-aes,atay1247,aes,2,aes-threatened,Tayal (2027-tay) = Vulnerable,550905,
taro1264-aes,taro1264,aes,5,aes-nearly_extinct,"Seediq (515-trv) = Critically Endangered (80 percent certain, based on the evidence available) (""Truku is restricted to the family domain or among seniors who are still competent in Truku use. However, the subjects below age 25 do not speak Truku in any domain; they report zero Truku dominance in their daily life."" (p.155)) [Tang 2011](cldf:tang:11)",569683,
atii1237-aes,atii1237,aes,3,aes-shifting,"Ati (Philippines) (3864-atk) = Threatened (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
cham1312-aes,cham1312,aes,3,aes-shifting,"Chamorro (846-cha) = Endangered (100 percent certain, based on the evidence available) [Chung 2020](cldf:chung:20)",569683,
sund1252-aes,sund1252,aes,1,aes-not_endangered,Sunda (sun-sun) = 5 (Developing). De facto language of provincial identity in western Java.,701778,
pala1344-aes,pala1344,aes,1,aes-not_endangered,"Palauan (pau-pau) = 1 (National). Statutory national language (1979, Constitution, Article 13(1)).",701778,
reja1240-aes,reja1240,aes,1,aes-not_endangered,Rejang (rej-rej) = 5 (Developing).,701778,
char1269-aes,char1269,aes,3,aes-shifting,"C'ara (5930-cra) = Threatened (20 percent certain, based on the evidence available) [n.a. 1998](cldf:np:98:1)",569683,
shee1239-aes,shee1239,aes,2,aes-threatened,"Shé (5932) = Vulnerable (20 percent certain, based on the evidence available) [n.a. 1998](cldf:np:98:1)",569683,
anfi1235-aes,anfi1235,aes,3,aes-shifting,"Anfillo (2675-myo) = Endangered (20 percent certain, based on the evidence available) [Dimmendaal and Voeltz 2007](cldf:dimmendaal:voeltz:07)",569683,
boro1277-aes,boro1277,aes,3,aes-shifting,"Boró (3605-bwo) = Threatened (20 percent certain, based on the evidence available) [Dimmendaal and Voeltz 2007](cldf:dimmendaal:voeltz:07)",569683,
daww1239-aes,daww1239,aes,3,aes-shifting,"Dâw (2547-kwa) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
kima1246-aes,kima1246,aes,2,aes-threatened,Kimaghima (kig-kig) = 6b (Threatened).,701778,
rian1263-aes,rian1263,aes,2,aes-threatened,Riantana (ran-ran) = 6b* (Threatened).,701778,
yelm1242-aes,yelm1242,aes,4,aes-moribund,Yelmek (jel-jel) = 8a (Moribund).,701778,
wana1273-aes,wana1273,aes,4,aes-moribund,Yelmek (jel-jel) = 8a (Moribund).,570887,
tsug1237-aes,tsug1237,aes,3,aes-shifting,Tsugaru (NOCODE_Tsugaru-NOCODE_Tsugaru) = 7 (Shifting).,,
sats1241-aes,sats1241,aes,3,aes-shifting,Kagoshima (NOCODE_Kagoshima-Japanese-NOCODE_Kagoshima-Japanese) = 7 (Shifting).,,
oldj1239-aes,oldj1239,aes,6,aes-extinct,Old Japanese (ojp-ojp) = 10 (Extinct).,,
sout2750-aes,sout2750,aes,5,aes-nearly_extinct,"Kolyma Yukaghir (3161-yux) = Critically Endangered (100 percent certain, based on the evidence available) (THe use of Yukaghir languages is ""strongly connected with the traditional activities of the population, and is typically practised only in the taiga during hunting and fishing, and on the tundra during reindeer herding."" The Kolyma Yukaghir language is considered to be almost one generation further along the road to dormancy than the Tundra Yukaghir language.) [Nikolaeva and Mayer 2004](cldf:nikolaeva:mayer:04)",569683,
chuv1256-aes,chuv1256,aes,6,aes-extinct,Chuvan (xcv-xcv) = 10 (Extinct).,,
biao1254-aes,biao1254,aes,5,aes-nearly_extinct,Biao-Jiao Mien (bje-bje) = 8b (Nearly extinct). Language of recognized nationality: Yao.,701778,
amap1240-aes,amap1240,aes,2,aes-threatened,"Ama (10662-amm) = Vulnerable (60 percent certain, based on the evidence available) (Children grow up learning to speak the language.) [Årsjö 1999](cldf:arsjoe:99)",569683,
sayu1241-aes,sayu1241,aes,3,aes-shifting,"Sayula Popoluca (5286-pos) = Threatened (20 percent certain, based on the evidence available) [Adelaar 2007](cldf:adelaar:07:2)",569683,
olut1240-aes,olut1240,aes,4,aes-moribund,"Oluta Popoluca (4977-plo) = Severely Endangered (20 percent certain, based on the evidence available) [n.a. n.d.](cldf:np:nd:185)",569683,
tapa1260-aes,tapa1260,aes,6,aes-extinct,Tapachultec (qcs-qcs) = 10 (Extinct).,,
chim1300-aes,chim1300,aes,3,aes-shifting,"Oaxaca Zoque (626-zoh) = Threatened (20 percent certain, based on the evidence available) [n.a. 2009](cldf:np:09:4)",569683,
towe1240-aes,towe1240,aes,3,aes-shifting,"Towei (3494-ttn) = Endangered (20 percent certain, based on the evidence available) [Voorhoeve 1975](cldf:voorhoeve:75:3)",569683,
dubu1240-aes,dubu1240,aes,3,aes-shifting,"Dubu (1487-dmu) = Endangered (40 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
emum1240-aes,emum1240,aes,3,aes-shifting,"Emumu (10700-enr) = Threatened (20 percent certain, based on the evidence available) [Voorhoeve 1975](cldf:voorhoeve:75:3)",569683,
yafi1240-aes,yafi1240,aes,3,aes-shifting,"Yafi (3356-wfg) = Endangered (20 percent certain, based on the evidence available) [Voorhoeve 1975](cldf:voorhoeve:75:3)",569683,
kark1258-aes,kark1258,aes,3,aes-shifting,"Karkar-Yuri (10680-yuj) = Threatened (20 percent certain, based on the evidence available) [Price 1987](cldf:price:87)",569683,
hume1246-aes,hume1246,aes,1,aes-not_endangered,Humene (huf-huf) = 6a* (Vigorous).,701778,
uare1241-aes,uare1241,aes,1,aes-not_endangered,Uare (ksj-ksj) = 5 (Developing).,701778,
maka1316-aes,maka1316,aes,1,aes-not_endangered,Makasae (mkz-mkz) = 6a* (Vigorous).,701778,
kyen1243-aes,kyen1243,aes,3,aes-shifting,"Miyak (10633-kql) = Endangered (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
abuu1241-aes,abuu1241,aes,3,aes-shifting,"Abu (10638-ado) = Threatened (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
goro1261-aes,goro1261,aes,5,aes-nearly_extinct,"Gorovu (2218-grq) = Critically Endangered (40 percent certain, based on the evidence available) (The speakers are shifting to the large related Banaro language, the western neighbour of Gorovu.) [Wurm 2007](cldf:wurm:07:1)",569683,
anor1241-aes,anor1241,aes,3,aes-shifting,"Anor (10643-anj) = Endangered (20 percent certain, based on the evidence available) [Z'graggen 1971](cldf:zgraggen:71)",569683,
aiom1240-aes,aiom1240,aes,3,aes-shifting,"Aiome (10644-aki) = Endangered (20 percent certain, based on the evidence available) [Z'graggen 1971](cldf:zgraggen:71)",569683,
mouw1234-aes,mouw1234,aes,1,aes-not_endangered,Mouwase (jmw-jmw) = 6a (Vigorous).,701778,
ikob1240-aes,ikob1240,aes,1,aes-not_endangered,Ikobi (meb-meb) = 6a (Vigorous).,701778,
bari1298-aes,bari1298,aes,1,aes-not_endangered,Barikewa (jbk-jbk) = 6a (Vigorous).,701778,
nina1238-aes,nina1238,aes,2,aes-threatened,"Ninam (861-shb) = Vulnerable (100 percent certain, based on the evidence available) [Campbell 2010](cldf:campbell:10)",569683,
yano1269-aes,yano1269,aes,2,aes-threatened,Yãnoma (NOCODE_Yanoma-NOCODE_Yanoma) = Inferrable from the context,571278,
abip1241-aes,abip1241,aes,6,aes-extinct,Abipon (axb-axb) = 10 (Extinct).,,
awtu1239-aes,awtu1239,aes,3,aes-shifting,"Awtuw (10592-kmn) = Endangered (20 percent certain, based on the evidence available) [Feldman 1986](cldf:feldman:86)",569683,
kwom1262-aes,kwom1262,aes,3,aes-shifting,"Kwoma (10603-kmo) = Threatened (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
awun1245-aes,awun1245,aes,3,aes-shifting,"Awun (10601-aww) = Endangered (20 percent certain, based on the evidence available) [Laycock 1973](cldf:laycock:73)",569683,
nami1256-aes,nami1256,aes,2,aes-threatened,"Namia (10600-nnm) = Vulnerable (80 percent certain, based on the evidence available) [Feldpausch and Feldpausch 1999](cldf:feldpausch:feldpausch:99)",569683,
akkk1240-aes,akkk1240,aes,4,aes-moribund,"Ak (1269-akq) = Severely Endangered (80 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
ocai1244-aes,ocai1244,aes,5,aes-nearly_extinct,"Ocaina (1855-oca) = Critically Endangered (100 percent certain, based on the evidence available) [Fagua Rincón 2015](cldf:faguarincon:15)",569683,
nonu1241-aes,nonu1241,aes,6,aes-extinct,Nonuya (2969-noj) = Dormant [Victoria 2015](cldf:victoria:15),569683,
nupo1240-aes,nupo1240,aes,4,aes-moribund,"Nipode (2982-hux) = Severely Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
ando1254-aes,ando1254,aes,6,aes-extinct,Andoquero (NOCODE_Andoquero-NOCODE_Andoquero) = 10 (Extinct).,,
coer1236-aes,coer1236,aes,6,aes-extinct,Coeruna (NOCODE_Coeruna-NOCODE_Coeruna) = 10 (Extinct).,,
kenu1236-aes,kenu1236,aes,3,aes-shifting,"Kenuzi (7871-kzh) = Threatened (40 percent certain, based on the evidence available)",569683,
birk1242-aes,birk1242,aes,6,aes-extinct,Birgid (53-brk) = Extinct,550905,
gadj1243-aes,gadj1243,aes,6,aes-extinct,Gadjerawang (gdh-gdh) = 9 (Dormant).,701778,
miri1266-aes,miri1266,aes,5,aes-nearly_extinct,"Miriwoong (2549-mep) = Critically Endangered (80 percent certain, based on the evidence available) (The first revitalisation efforts go back to the early 1970s when a group of Miriwoong elders formed the Mirima Council and started a number of initiatives, including working with a linguist.""

""All fluent speakers who use Miriwoong as their first language are 60 years of age or older. There are only a handful of moderately fluent speakers in the 40–60 age group but Miriwoong is not their primary language and they do not have comprehensive grammatical proficiency.""

""Based on the Language Endangerment Status Indicator from the National Indigenous
Languages Survey Report (Australian Institute of Aboriginal & Torres Strait Islander Studies 2005), Miriwoong can be classified as severely to critically endangered.) [Olawsky 2010](cldf:olawsky:10)",569683,
kili1268-aes,kili1268,aes,5,aes-nearly_extinct,"Kiliwa (2293-klb) = Critically Endangered (20 percent certain, based on the evidence available) [Mixco 2000](cldf:mixco:00)",569683,
coch1272-aes,coch1272,aes,6,aes-extinct,Cochimi (coj-coj) = 9 (Dormant).,701778,
robi1235-aes,robi1235,aes,6,aes-extinct,Robinia (NOCODE_Robinia-NOCODE_Robinia) = 10 (Extinct).,,
kweg1241-aes,kweg1241,aes,3,aes-shifting,"Kwegu (2677-xwg) = Endangered (20 percent certain, based on the evidence available) [Hieda 1998](cldf:hieda:98)",569683,
assa1269-aes,assa1269,aes,2,aes-threatened,"Assangori (5191-sjg) = Vulnerable (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
tama1331-aes,tama1331,aes,1,aes-not_endangered,Tama (tma-tma) = 6a* (Vigorous).,701778,
deni1241-aes,deni1241,aes,3,aes-shifting,"Dení (2558-dny) = Threatened (20 percent certain, based on the evidence available) [Maciel de Caravalho 2013](cldf:macieldecaravalho:13)",569683,
culi1244-aes,culi1244,aes,3,aes-shifting,"Culina (1733-cul) = Threatened (20 percent certain, based on the evidence available) [de Cultura n.d.](cldf:decultura:nd)",569683,
bana1307-aes,bana1307,aes,3,aes-shifting,"Banawá (1792) = Endangered (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
ndru1234-aes,ndru1234,aes,1,aes-not_endangered,Ndrulo (dno-dno) = 5* (Developing).,701778,
lend1245-aes,lend1245,aes,1,aes-not_endangered,Lendu (led-led) = 5* (Developing).,701778,
sout2828-aes,sout2828,aes,1,aes-not_endangered,"Ma’di, Southern (snm-snm) = 6a (Vigorous).",701778,
olub1238-aes,olub1238,aes,1,aes-not_endangered,Olu’bo (lul-lul) = 6a (Vigorous).,701778,
madi1260-aes,madi1260,aes,1,aes-not_endangered,Ma’di (mhi-mhi) = 5 (Developing).,701778,
yulu1243-aes,yulu1243,aes,3,aes-shifting,"Yulu (2307-yul) = Threatened (20 percent certain, based on the evidence available) [Gabjanda 1976](cldf:gabjanda:76)",569683,
baka1274-aes,baka1274,aes,1,aes-not_endangered,"Baka (bdh-bdh) = 5 (Developing). Recognized language (2011, Transitional Constitution, Article 6(1)), primary education, literacy efforts.",701778,
asoa1238-aes,asoa1238,aes,1,aes-not_endangered,Asoa (asv-asv) = 6a* (Vigorous).,701778,
mang1394-aes,mang1394,aes,1,aes-not_endangered,Mangbetu (mdj-mdj) = 5* (Developing).,701778,
mamv1243-aes,mamv1243,aes,1,aes-not_endangered,Mamvu (mdi-mdi) = 6a (Vigorous).,701778,
moni1237-aes,moni1237,aes,6,aes-extinct,Mangue (mom-mom) = 9 (Dormant).,701778,
chia1262-aes,chia1262,aes,6,aes-extinct,Chiapanec (4169-cip) = Dormant [n.a. 1997](cldf:np:97:1),569683,
subt1250-aes,subt1250,aes,6,aes-extinct,Subtiaba (1896-sut) = Extinct,550905,
chac1249-aes,chac1249,aes,3,aes-shifting,"Cha'palaa (2187-cbi) = Threatened (60 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
colo1256-aes,colo1256,aes,3,aes-shifting,"Tsafiki (2131-cof) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
baym1241-aes,baym1241,aes,6,aes-extinct,Bay Miwok (mkq-mkq) = 10 (Extinct).,,
plai1259-aes,plai1259,aes,6,aes-extinct,Plains Miwok (4980-pmw) = Dormant [Golla et al. 2008](cldf:golla:goddard:etal:08),569683,
lake1258-aes,lake1258,aes,6,aes-extinct,"Miwok, Lake (lmw-lmw) = 9 (Dormant). Language of registered tribe: Middletown Rancheria of Pomo Indians of California.",701778,
coas1301-aes,coas1301,aes,6,aes-extinct,Coast Miwok (1693-csi) = Dormant [Golla et al. 2008](cldf:golla:goddard:etal:08),569683,
chal1270-aes,chal1270,aes,6,aes-extinct,Chalon (NOCODE_Chalon-NOCODE_Chalon) = 10 (Extinct).,,
rums1243-aes,rums1243,aes,6,aes-extinct,"Ohlone, Southern (css-css) = 9 (Dormant).",586901,
muts1243-aes,muts1243,aes,6,aes-extinct,"Ohlone, Southern (css-css) = 9 (Dormant).",701778,
omom1235-aes,omom1235,aes,6,aes-extinct,Omomil (NOCODE_Omomil-NOCODE_Omomil) = 10 (Extinct).,,
eude1234-aes,eude1234,aes,6,aes-extinct,Eudeve (eud-eud) = 10 (Extinct).,,
opat1246-aes,opat1246,aes,6,aes-extinct,Ópata (4927-opt) = Dormant [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15),569683,
huar1255-aes,huar1255,aes,3,aes-shifting,"Guarijío (6203-var) = Threatened (20 percent certain, based on the evidence available) [Sánchez et al. 2012](cldf:sanchez:martinez:etal:12)",569683,
jova1234-aes,jova1234,aes,6,aes-extinct,Jova (NOCODE_Jova-NOCODE_Jova) = 10 (Extinct).,,
coca1262-aes,coca1262,aes,6,aes-extinct,Coca (NOCODE_Coca-NOCODE_Coca) = 10 (Extinct).,,
mayo1264-aes,mayo1264,aes,2,aes-threatened,"Mayo (4644-mfy) = Vulnerable (20 percent certain, based on the evidence available) [n.a. 2009](cldf:np:09:4)",569683,
yaqu1251-aes,yaqu1251,aes,2,aes-threatened,"Yaqui (851-yaq) = Vulnerable (60 percent certain, based on the evidence available) [Belloro and Guerrero 2012](cldf:belloro:guerrero:12)",569683,
mari1419-aes,mari1419,aes,5,aes-nearly_extinct,"Marringarr (1910-zmt) = Critically Endangered (100 percent certain, based on the evidence available) (No literacy in it. ... It is now seriously endangered.) [Moseley 2007](cldf:moseley:07)",569683,
